SGR;signallingState;RD5
time;value;status
2019-07-11 08:44:06.000+0200;15;Rot/Gelb
2019-07-11 08:44:07.000+0200;48;Grün
2019-07-11 08:44:56.000+0200;12;Gelb
2019-07-11 08:44:58.000+0200;3;Rot
2019-07-11 08:45:36.000+0200;15;Rot/Gelb
2019-07-11 08:45:37.000+0200;48;Grün
2019-07-11 08:46:26.000+0200;12;Gelb
2019-07-11 08:46:28.000+0200;3;Rot
2019-07-11 08:47:06.000+0200;15;Rot/Gelb
2019-07-11 08:47:07.000+0200;48;Grün
2019-07-11 08:47:56.000+0200;12;Gelb
2019-07-11 08:47:58.000+0200;3;Rot
2019-07-11 08:48:36.000+0200;15;Rot/Gelb
2019-07-11 08:48:37.000+0200;48;Grün
2019-07-11 08:49:26.000+0200;12;Gelb
2019-07-11 08:49:28.000+0200;3;Rot
2019-07-11 08:50:06.000+0200;15;Rot/Gelb
2019-07-11 08:50:07.000+0200;48;Grün
2019-07-11 08:50:56.000+0200;12;Gelb
2019-07-11 08:50:58.000+0200;3;Rot
2019-07-11 08:51:36.000+0200;15;Rot/Gelb
2019-07-11 08:51:37.000+0200;48;Grün
2019-07-11 08:52:24.000+0200;12;Gelb
2019-07-11 08:52:26.000+0200;3;Rot
2019-07-11 08:53:06.000+0200;15;Rot/Gelb
2019-07-11 08:53:07.000+0200;48;Grün
2019-07-11 08:53:55.000+0200;12;Gelb
2019-07-11 08:53:57.000+0200;3;Rot
2019-07-11 08:54:36.000+0200;15;Rot/Gelb
2019-07-11 08:54:37.000+0200;48;Grün
2019-07-11 08:55:26.000+0200;12;Gelb
2019-07-11 08:55:28.000+0200;3;Rot
2019-07-11 08:56:06.000+0200;15;Rot/Gelb
2019-07-11 08:56:07.000+0200;48;Grün
2019-07-11 08:56:48.000+0200;12;Gelb
2019-07-11 08:56:50.000+0200;3;Rot
2019-07-11 08:57:28.000+0200;15;Rot/Gelb
2019-07-11 08:57:29.000+0200;48;Grün
2019-07-11 08:58:18.000+0200;12;Gelb
2019-07-11 08:58:20.000+0200;3;Rot
2019-07-11 08:59:00.000+0200;15;Rot/Gelb
2019-07-11 08:59:01.000+0200;48;Grün
2019-07-11 08:59:56.000+0200;12;Gelb
2019-07-11 08:59:58.000+0200;3;Rot
2019-07-11 09:00:36.000+0200;15;Rot/Gelb
2019-07-11 09:00:37.000+0200;48;Grün
2019-07-11 09:01:26.000+0200;12;Gelb
2019-07-11 09:01:28.000+0200;3;Rot
2019-07-11 09:02:06.000+0200;15;Rot/Gelb
2019-07-11 09:02:07.000+0200;48;Grün
2019-07-11 09:02:56.000+0200;12;Gelb
2019-07-11 09:02:58.000+0200;3;Rot
2019-07-11 09:03:36.000+0200;15;Rot/Gelb
2019-07-11 09:03:37.000+0200;48;Grün
2019-07-11 09:04:26.000+0200;12;Gelb
2019-07-11 09:04:28.000+0200;3;Rot
2019-07-11 09:05:06.000+0200;15;Rot/Gelb
2019-07-11 09:05:07.000+0200;48;Grün
2019-07-11 09:05:48.000+0200;12;Gelb
2019-07-11 09:05:50.000+0200;3;Rot
2019-07-11 09:06:30.000+0200;15;Rot/Gelb
2019-07-11 09:06:31.000+0200;48;Grün
2019-07-11 09:07:26.000+0200;12;Gelb
2019-07-11 09:07:28.000+0200;3;Rot
2019-07-11 09:08:06.000+0200;15;Rot/Gelb
2019-07-11 09:08:07.000+0200;48;Grün
2019-07-11 09:08:48.000+0200;12;Gelb
2019-07-11 09:08:50.000+0200;3;Rot
2019-07-11 09:09:36.000+0200;15;Rot/Gelb
2019-07-11 09:09:37.000+0200;48;Grün
2019-07-11 09:10:18.000+0200;12;Gelb
2019-07-11 09:10:20.000+0200;3;Rot
2019-07-11 09:10:59.000+0200;15;Rot/Gelb
2019-07-11 09:11:00.000+0200;48;Grün
2019-07-11 09:11:56.000+0200;12;Gelb
2019-07-11 09:11:58.000+0200;3;Rot
2019-07-11 09:12:36.000+0200;15;Rot/Gelb
2019-07-11 09:12:37.000+0200;48;Grün
2019-07-11 09:13:26.000+0200;12;Gelb
2019-07-11 09:13:28.000+0200;3;Rot
2019-07-11 09:14:06.000+0200;15;Rot/Gelb
2019-07-11 09:14:07.000+0200;48;Grün
2019-07-11 09:14:56.000+0200;12;Gelb
2019-07-11 09:14:58.000+0200;3;Rot
2019-07-11 09:15:36.000+0200;15;Rot/Gelb
2019-07-11 09:15:37.000+0200;48;Grün
2019-07-11 09:16:18.000+0200;12;Gelb
2019-07-11 09:16:20.000+0200;3;Rot
2019-07-11 09:17:04.000+0200;15;Rot/Gelb
2019-07-11 09:17:05.000+0200;48;Grün
2019-07-11 09:17:56.000+0200;12;Gelb
2019-07-11 09:17:58.000+0200;3;Rot
2019-07-11 09:18:36.000+0200;15;Rot/Gelb
2019-07-11 09:18:37.000+0200;48;Grün
2019-07-11 09:19:21.000+0200;12;Gelb
2019-07-11 09:19:23.000+0200;3;Rot
2019-07-11 09:20:01.000+0200;15;Rot/Gelb
2019-07-11 09:20:02.000+0200;48;Grün
2019-07-11 09:20:56.000+0200;12;Gelb
2019-07-11 09:20:58.000+0200;3;Rot
2019-07-11 09:21:36.000+0200;15;Rot/Gelb
2019-07-11 09:21:37.000+0200;48;Grün
2019-07-11 09:22:26.000+0200;12;Gelb
2019-07-11 09:22:28.000+0200;3;Rot
2019-07-11 09:23:06.000+0200;15;Rot/Gelb
2019-07-11 09:23:07.000+0200;48;Grün
2019-07-11 09:23:51.000+0200;12;Gelb
2019-07-11 09:23:53.000+0200;3;Rot
2019-07-11 09:24:36.000+0200;15;Rot/Gelb
2019-07-11 09:24:37.000+0200;48;Grün
2019-07-11 09:25:31.000+0200;12;Gelb
2019-07-11 09:25:33.000+0200;3;Rot
2019-07-11 09:26:11.000+0200;15;Rot/Gelb
2019-07-11 09:26:12.000+0200;48;Grün
2019-07-11 09:26:48.000+0200;12;Gelb
2019-07-11 09:26:50.000+0200;3;Rot
2019-07-11 09:27:33.000+0200;15;Rot/Gelb
2019-07-11 09:27:34.000+0200;48;Grün
2019-07-11 09:28:26.000+0200;12;Gelb
2019-07-11 09:28:28.000+0200;3;Rot
2019-07-11 09:29:06.000+0200;15;Rot/Gelb
2019-07-11 09:29:07.000+0200;48;Grün
2019-07-11 09:29:56.000+0200;12;Gelb
2019-07-11 09:29:58.000+0200;3;Rot
2019-07-11 09:30:36.000+0200;15;Rot/Gelb
2019-07-11 09:30:37.000+0200;48;Grün
2019-07-11 09:31:26.000+0200;12;Gelb
2019-07-11 09:31:28.000+0200;3;Rot
2019-07-11 09:32:06.000+0200;15;Rot/Gelb
2019-07-11 09:32:07.000+0200;48;Grün
2019-07-11 09:32:56.000+0200;12;Gelb
2019-07-11 09:32:58.000+0200;3;Rot
2019-07-11 09:33:36.000+0200;15;Rot/Gelb
2019-07-11 09:33:37.000+0200;48;Grün
2019-07-11 09:34:26.000+0200;12;Gelb
2019-07-11 09:34:28.000+0200;3;Rot
2019-07-11 09:35:06.000+0200;15;Rot/Gelb
2019-07-11 09:35:07.000+0200;48;Grün
2019-07-11 09:35:56.000+0200;12;Gelb
2019-07-11 09:35:58.000+0200;3;Rot
2019-07-11 09:36:36.000+0200;15;Rot/Gelb
2019-07-11 09:36:37.000+0200;48;Grün
2019-07-11 09:37:26.000+0200;12;Gelb
2019-07-11 09:37:28.000+0200;3;Rot
2019-07-11 09:38:06.000+0200;15;Rot/Gelb
2019-07-11 09:38:07.000+0200;48;Grün
2019-07-11 09:38:48.000+0200;12;Gelb
2019-07-11 09:38:50.000+0200;3;Rot
2019-07-11 09:39:32.000+0200;15;Rot/Gelb
2019-07-11 09:39:33.000+0200;48;Grün
2019-07-11 09:40:20.000+0200;12;Gelb
2019-07-11 09:40:22.000+0200;3;Rot
2019-07-11 09:41:06.000+0200;15;Rot/Gelb
2019-07-11 09:41:07.000+0200;48;Grün
2019-07-11 09:41:56.000+0200;12;Gelb
2019-07-11 09:41:58.000+0200;3;Rot
2019-07-11 09:42:36.000+0200;15;Rot/Gelb
2019-07-11 09:42:37.000+0200;48;Grün
2019-07-11 09:43:22.000+0200;12;Gelb
2019-07-11 09:43:24.000+0200;3;Rot
2019-07-11 09:44:06.000+0200;15;Rot/Gelb
2019-07-11 09:44:07.000+0200;48;Grün
2019-07-11 09:44:56.000+0200;12;Gelb
2019-07-11 09:44:58.000+0200;3;Rot
2019-07-11 09:45:36.000+0200;15;Rot/Gelb
2019-07-11 09:45:37.000+0200;48;Grün
2019-07-11 09:46:20.000+0200;12;Gelb
2019-07-11 09:46:22.000+0200;3;Rot
2019-07-11 09:47:03.000+0200;15;Rot/Gelb
2019-07-11 09:47:04.000+0200;48;Grün
2019-07-11 09:47:56.000+0200;12;Gelb
2019-07-11 09:47:58.000+0200;3;Rot
2019-07-11 09:48:36.000+0200;15;Rot/Gelb
2019-07-11 09:48:37.000+0200;48;Grün
2019-07-11 09:49:26.000+0200;12;Gelb
2019-07-11 09:49:28.000+0200;3;Rot
2019-07-11 09:50:06.000+0200;15;Rot/Gelb
2019-07-11 09:50:07.000+0200;48;Grün
2019-07-11 09:50:48.000+0200;12;Gelb
2019-07-11 09:50:50.000+0200;3;Rot
2019-07-11 09:51:29.000+0200;15;Rot/Gelb
2019-07-11 09:51:30.000+0200;48;Grün
2019-07-11 09:52:26.000+0200;12;Gelb
2019-07-11 09:52:28.000+0200;3;Rot
2019-07-11 09:53:06.000+0200;15;Rot/Gelb
2019-07-11 09:53:07.000+0200;48;Grün
2019-07-11 09:53:56.000+0200;12;Gelb
2019-07-11 09:53:58.000+0200;3;Rot
2019-07-11 09:54:36.000+0200;15;Rot/Gelb
2019-07-11 09:54:37.000+0200;48;Grün
2019-07-11 09:55:26.000+0200;12;Gelb
2019-07-11 09:55:28.000+0200;3;Rot
2019-07-11 09:56:06.000+0200;15;Rot/Gelb
2019-07-11 09:56:07.000+0200;48;Grün
2019-07-11 09:56:51.000+0200;12;Gelb
2019-07-11 09:56:53.000+0200;3;Rot
2019-07-11 09:57:36.000+0200;15;Rot/Gelb
2019-07-11 09:57:37.000+0200;48;Grün
2019-07-11 09:58:18.000+0200;12;Gelb
2019-07-11 09:58:20.000+0200;3;Rot
2019-07-11 09:59:03.000+0200;15;Rot/Gelb
2019-07-11 09:59:04.000+0200;48;Grün
2019-07-11 09:59:48.000+0200;12;Gelb
2019-07-11 09:59:50.000+0200;3;Rot
2019-07-11 10:00:30.000+0200;15;Rot/Gelb
2019-07-11 10:00:31.000+0200;48;Grün
2019-07-11 10:01:18.000+0200;12;Gelb
2019-07-11 10:01:20.000+0200;3;Rot
2019-07-11 10:02:04.000+0200;15;Rot/Gelb
2019-07-11 10:02:05.000+0200;48;Grün
2019-07-11 10:03:10.000+0200;12;Gelb
2019-07-11 10:03:12.000+0200;3;Rot
2019-07-11 10:03:50.000+0200;15;Rot/Gelb
2019-07-11 10:03:51.000+0200;48;Grün
2019-07-11 10:04:26.000+0200;12;Gelb
2019-07-11 10:04:28.000+0200;3;Rot
2019-07-11 10:05:06.000+0200;15;Rot/Gelb
2019-07-11 10:05:07.000+0200;48;Grün
2019-07-11 10:05:56.000+0200;12;Gelb
2019-07-11 10:05:58.000+0200;3;Rot
2019-07-11 10:06:36.000+0200;15;Rot/Gelb
2019-07-11 10:06:37.000+0200;48;Grün
2019-07-11 10:07:26.000+0200;12;Gelb
2019-07-11 10:07:28.000+0200;3;Rot
2019-07-11 10:08:06.000+0200;15;Rot/Gelb
2019-07-11 10:08:07.000+0200;48;Grün
2019-07-11 10:08:56.000+0200;12;Gelb
2019-07-11 10:08:58.000+0200;3;Rot
2019-07-11 10:09:36.000+0200;15;Rot/Gelb
2019-07-11 10:09:37.000+0200;48;Grün
2019-07-11 10:10:26.000+0200;12;Gelb
2019-07-11 10:10:28.000+0200;3;Rot
2019-07-11 10:11:06.000+0200;15;Rot/Gelb
2019-07-11 10:11:07.000+0200;48;Grün
2019-07-11 10:11:48.000+0200;12;Gelb
2019-07-11 10:11:50.000+0200;3;Rot
2019-07-11 10:12:31.000+0200;15;Rot/Gelb
2019-07-11 10:12:32.000+0200;48;Grün
2019-07-11 10:13:23.000+0200;12;Gelb
2019-07-11 10:13:25.000+0200;3;Rot
2019-07-11 10:14:06.000+0200;15;Rot/Gelb
2019-07-11 10:14:07.000+0200;48;Grün
2019-07-11 10:14:56.000+0200;12;Gelb
2019-07-11 10:14:58.000+0200;3;Rot
2019-07-11 10:15:42.000+0200;15;Rot/Gelb
2019-07-11 10:15:43.000+0200;48;Grün
2019-07-11 10:16:13.000+0200;12;Gelb
2019-07-11 10:16:15.000+0200;3;Rot
2019-07-11 10:17:02.000+0200;15;Rot/Gelb
2019-07-11 10:17:03.000+0200;48;Grün
2019-07-11 10:17:56.000+0200;12;Gelb
2019-07-11 10:17:58.000+0200;3;Rot
2019-07-11 10:18:36.000+0200;15;Rot/Gelb
2019-07-11 10:18:37.000+0200;48;Grün
2019-07-11 10:19:26.000+0200;12;Gelb
2019-07-11 10:19:28.000+0200;3;Rot
2019-07-11 10:20:06.000+0200;15;Rot/Gelb
2019-07-11 10:20:07.000+0200;48;Grün
2019-07-11 10:20:56.000+0200;12;Gelb
2019-07-11 10:20:58.000+0200;3;Rot
2019-07-11 10:21:36.000+0200;15;Rot/Gelb
2019-07-11 10:21:37.000+0200;48;Grün
2019-07-11 10:22:26.000+0200;12;Gelb
2019-07-11 10:22:28.000+0200;3;Rot
2019-07-11 10:23:06.000+0200;15;Rot/Gelb
2019-07-11 10:23:07.000+0200;48;Grün
2019-07-11 10:23:56.000+0200;12;Gelb
2019-07-11 10:23:58.000+0200;3;Rot
2019-07-11 10:24:36.000+0200;15;Rot/Gelb
2019-07-11 10:24:37.000+0200;48;Grün
2019-07-11 10:25:26.000+0200;12;Gelb
2019-07-11 10:25:28.000+0200;3;Rot
2019-07-11 10:26:06.000+0200;15;Rot/Gelb
2019-07-11 10:26:07.000+0200;48;Grün
2019-07-11 10:26:56.000+0200;12;Gelb
2019-07-11 10:26:58.000+0200;3;Rot
2019-07-11 10:27:36.000+0200;15;Rot/Gelb
2019-07-11 10:27:37.000+0200;48;Grün
2019-07-11 10:28:22.000+0200;12;Gelb
2019-07-11 10:28:24.000+0200;3;Rot
2019-07-11 10:29:06.000+0200;15;Rot/Gelb
2019-07-11 10:29:07.000+0200;48;Grün
2019-07-11 10:29:48.000+0200;12;Gelb
2019-07-11 10:29:50.000+0200;3;Rot
2019-07-11 10:30:28.000+0200;15;Rot/Gelb
2019-07-11 10:30:29.000+0200;48;Grün
2019-07-11 10:31:18.000+0200;12;Gelb
2019-07-11 10:31:20.000+0200;3;Rot
2019-07-11 10:32:00.000+0200;15;Rot/Gelb
2019-07-11 10:32:01.000+0200;48;Grün
2019-07-11 10:32:56.000+0200;12;Gelb
2019-07-11 10:32:58.000+0200;3;Rot
2019-07-11 10:33:36.000+0200;15;Rot/Gelb
2019-07-11 10:33:37.000+0200;48;Grün
2019-07-11 10:34:26.000+0200;12;Gelb
2019-07-11 10:34:28.000+0200;3;Rot
2019-07-11 10:35:15.000+0200;15;Rot/Gelb
2019-07-11 10:35:16.000+0200;48;Grün
2019-07-11 10:35:50.000+0200;12;Gelb
2019-07-11 10:35:52.000+0200;3;Rot
2019-07-11 10:36:33.000+0200;15;Rot/Gelb
2019-07-11 10:36:34.000+0200;48;Grün
2019-07-11 10:37:24.000+0200;12;Gelb
2019-07-11 10:37:26.000+0200;3;Rot
2019-07-11 10:38:06.000+0200;15;Rot/Gelb
2019-07-11 10:38:07.000+0200;48;Grün
2019-07-11 10:38:51.000+0200;12;Gelb
2019-07-11 10:38:53.000+0200;3;Rot
2019-07-11 10:39:32.000+0200;15;Rot/Gelb
2019-07-11 10:39:33.000+0200;48;Grün
2019-07-11 10:40:26.000+0200;12;Gelb
2019-07-11 10:40:28.000+0200;3;Rot
2019-07-11 10:41:06.000+0200;15;Rot/Gelb
2019-07-11 10:41:07.000+0200;48;Grün
2019-07-11 10:41:56.000+0200;12;Gelb
2019-07-11 10:41:58.000+0200;3;Rot
2019-07-11 10:42:36.000+0200;15;Rot/Gelb
2019-07-11 10:42:37.000+0200;48;Grün
2019-07-11 10:43:26.000+0200;12;Gelb
2019-07-11 10:43:28.000+0200;3;Rot
2019-07-11 10:44:06.000+0200;15;Rot/Gelb
2019-07-11 10:44:07.000+0200;48;Grün
2019-07-11 10:44:56.000+0200;12;Gelb
2019-07-11 10:44:58.000+0200;3;Rot
2019-07-11 10:45:36.000+0200;15;Rot/Gelb
2019-07-11 10:45:37.000+0200;48;Grün
2019-07-11 10:46:18.000+0200;12;Gelb
2019-07-11 10:46:20.000+0200;3;Rot
2019-07-11 10:47:02.000+0200;15;Rot/Gelb
2019-07-11 10:47:03.000+0200;48;Grün
2019-07-11 10:47:56.000+0200;12;Gelb
2019-07-11 10:47:58.000+0200;3;Rot
2019-07-11 10:48:36.000+0200;15;Rot/Gelb
2019-07-11 10:48:37.000+0200;48;Grün
2019-07-11 10:49:26.000+0200;12;Gelb
2019-07-11 10:49:28.000+0200;3;Rot
2019-07-11 10:50:06.000+0200;15;Rot/Gelb
2019-07-11 10:50:07.000+0200;48;Grün
2019-07-11 10:50:58.000+0200;12;Gelb
2019-07-11 10:51:00.000+0200;3;Rot
2019-07-11 10:51:38.000+0200;15;Rot/Gelb
2019-07-11 10:51:39.000+0200;48;Grün
2019-07-11 10:52:18.000+0200;12;Gelb
2019-07-11 10:52:20.000+0200;3;Rot
2019-07-11 10:53:06.000+0200;15;Rot/Gelb
2019-07-11 10:53:07.000+0200;48;Grün
2019-07-11 10:53:48.000+0200;12;Gelb
2019-07-11 10:53:50.000+0200;3;Rot
2019-07-11 10:54:29.000+0200;15;Rot/Gelb
2019-07-11 10:54:30.000+0200;48;Grün
2019-07-11 10:55:21.000+0200;12;Gelb
2019-07-11 10:55:23.000+0200;3;Rot
2019-07-11 10:56:01.000+0200;15;Rot/Gelb
2019-07-11 10:56:02.000+0200;48;Grün
2019-07-11 10:56:56.000+0200;12;Gelb
2019-07-11 10:56:58.000+0200;3;Rot
2019-07-11 10:57:36.000+0200;15;Rot/Gelb
2019-07-11 10:57:37.000+0200;48;Grün
2019-07-11 10:58:26.000+0200;12;Gelb
2019-07-11 10:58:28.000+0200;3;Rot
2019-07-11 10:59:06.000+0200;15;Rot/Gelb
2019-07-11 10:59:07.000+0200;48;Grün
2019-07-11 10:59:52.000+0200;12;Gelb
2019-07-11 10:59:54.000+0200;3;Rot
2019-07-11 11:00:32.000+0200;15;Rot/Gelb
2019-07-11 11:00:33.000+0200;48;Grün
2019-07-11 11:01:26.000+0200;12;Gelb
2019-07-11 11:01:28.000+0200;3;Rot
2019-07-11 11:02:06.000+0200;15;Rot/Gelb
2019-07-11 11:02:07.000+0200;48;Grün
2019-07-11 11:02:56.000+0200;12;Gelb
2019-07-11 11:02:58.000+0200;3;Rot
2019-07-11 11:03:36.000+0200;15;Rot/Gelb
2019-07-11 11:03:37.000+0200;48;Grün
2019-07-11 11:04:26.000+0200;12;Gelb
2019-07-11 11:04:28.000+0200;3;Rot
2019-07-11 11:05:06.000+0200;15;Rot/Gelb
2019-07-11 11:05:07.000+0200;48;Grün
2019-07-11 11:05:56.000+0200;12;Gelb
2019-07-11 11:05:58.000+0200;3;Rot
2019-07-11 11:06:36.000+0200;15;Rot/Gelb
2019-07-11 11:06:37.000+0200;48;Grün
2019-07-11 11:07:18.000+0200;12;Gelb
2019-07-11 11:07:20.000+0200;3;Rot
2019-07-11 11:08:02.000+0200;15;Rot/Gelb
2019-07-11 11:08:03.000+0200;48;Grün
2019-07-11 11:08:56.000+0200;12;Gelb
2019-07-11 11:08:58.000+0200;3;Rot
2019-07-11 11:09:36.000+0200;15;Rot/Gelb
2019-07-11 11:09:37.000+0200;48;Grün
2019-07-11 11:10:26.000+0200;12;Gelb
2019-07-11 11:10:28.000+0200;3;Rot
2019-07-11 11:11:06.000+0200;15;Rot/Gelb
2019-07-11 11:11:07.000+0200;48;Grün
2019-07-11 11:11:56.000+0200;12;Gelb
2019-07-11 11:11:58.000+0200;3;Rot
2019-07-11 11:12:36.000+0200;15;Rot/Gelb
2019-07-11 11:12:37.000+0200;48;Grün
2019-07-11 11:13:26.000+0200;12;Gelb
2019-07-11 11:13:28.000+0200;3;Rot
2019-07-11 11:14:06.000+0200;15;Rot/Gelb
2019-07-11 11:14:07.000+0200;48;Grün
2019-07-11 11:14:52.000+0200;12;Gelb
2019-07-11 11:14:54.000+0200;3;Rot
2019-07-11 11:15:36.000+0200;15;Rot/Gelb
2019-07-11 11:15:37.000+0200;48;Grün
2019-07-11 11:16:26.000+0200;12;Gelb
2019-07-11 11:16:28.000+0200;3;Rot
2019-07-11 11:17:06.000+0200;15;Rot/Gelb
2019-07-11 11:17:07.000+0200;48;Grün
2019-07-11 11:17:50.000+0200;12;Gelb
2019-07-11 11:17:52.000+0200;3;Rot
2019-07-11 11:18:35.000+0200;15;Rot/Gelb
2019-07-11 11:18:36.000+0200;48;Grün
2019-07-11 11:19:26.000+0200;12;Gelb
2019-07-11 11:19:28.000+0200;3;Rot
2019-07-11 11:20:06.000+0200;15;Rot/Gelb
2019-07-11 11:20:07.000+0200;48;Grün
2019-07-11 11:20:52.000+0200;12;Gelb
2019-07-11 11:20:54.000+0200;3;Rot
2019-07-11 11:21:36.000+0200;15;Rot/Gelb
2019-07-11 11:21:37.000+0200;48;Grün
2019-07-11 11:22:26.000+0200;12;Gelb
2019-07-11 11:22:28.000+0200;3;Rot
2019-07-11 11:23:06.000+0200;15;Rot/Gelb
2019-07-11 11:23:07.000+0200;48;Grün
2019-07-11 11:23:56.000+0200;12;Gelb
2019-07-11 11:23:58.000+0200;3;Rot
2019-07-11 11:24:36.000+0200;15;Rot/Gelb
2019-07-11 11:24:37.000+0200;48;Grün
2019-07-11 11:25:26.000+0200;12;Gelb
2019-07-11 11:25:28.000+0200;3;Rot
2019-07-11 11:26:06.000+0200;15;Rot/Gelb
2019-07-11 11:26:07.000+0200;48;Grün
2019-07-11 11:26:56.000+0200;12;Gelb
2019-07-11 11:26:58.000+0200;3;Rot
2019-07-11 11:27:36.000+0200;15;Rot/Gelb
2019-07-11 11:27:37.000+0200;48;Grün
2019-07-11 11:28:26.000+0200;12;Gelb
2019-07-11 11:28:28.000+0200;3;Rot
2019-07-11 11:29:06.000+0200;15;Rot/Gelb
2019-07-11 11:29:07.000+0200;48;Grün
2019-07-11 11:29:56.000+0200;12;Gelb
2019-07-11 11:29:58.000+0200;3;Rot
2019-07-11 11:30:36.000+0200;15;Rot/Gelb
2019-07-11 11:30:37.000+0200;48;Grün
2019-07-11 11:31:26.000+0200;12;Gelb
2019-07-11 11:31:28.000+0200;3;Rot
2019-07-11 11:32:06.000+0200;15;Rot/Gelb
2019-07-11 11:32:07.000+0200;48;Grün
2019-07-11 11:32:52.000+0200;12;Gelb
2019-07-11 11:32:54.000+0200;3;Rot
2019-07-11 11:33:36.000+0200;15;Rot/Gelb
2019-07-11 11:33:37.000+0200;48;Grün
2019-07-11 11:34:26.000+0200;12;Gelb
2019-07-11 11:34:28.000+0200;3;Rot
2019-07-11 11:35:06.000+0200;15;Rot/Gelb
2019-07-11 11:35:07.000+0200;48;Grün
2019-07-11 11:35:48.000+0200;12;Gelb
2019-07-11 11:35:50.000+0200;3;Rot
2019-07-11 11:36:28.000+0200;15;Rot/Gelb
2019-07-11 11:36:29.000+0200;48;Grün
2019-07-11 11:37:26.000+0200;12;Gelb
2019-07-11 11:37:28.000+0200;3;Rot
2019-07-11 11:38:06.000+0200;15;Rot/Gelb
2019-07-11 11:38:07.000+0200;48;Grün
2019-07-11 11:38:48.000+0200;12;Gelb
2019-07-11 11:38:50.000+0200;3;Rot
2019-07-11 11:39:35.000+0200;15;Rot/Gelb
2019-07-11 11:39:36.000+0200;48;Grün
2019-07-11 11:40:26.000+0200;12;Gelb
2019-07-11 11:40:28.000+0200;3;Rot
2019-07-11 11:41:06.000+0200;15;Rot/Gelb
2019-07-11 11:41:07.000+0200;48;Grün
2019-07-11 11:41:56.000+0200;12;Gelb
2019-07-11 11:41:58.000+0200;3;Rot
2019-07-11 11:42:36.000+0200;15;Rot/Gelb
2019-07-11 11:42:37.000+0200;48;Grün
2019-07-11 11:43:26.000+0200;12;Gelb
2019-07-11 11:43:28.000+0200;3;Rot
2019-07-11 11:44:06.000+0200;15;Rot/Gelb
2019-07-11 11:44:07.000+0200;48;Grün
2019-07-11 11:44:50.000+0200;12;Gelb
2019-07-11 11:44:52.000+0200;3;Rot
2019-07-11 11:45:36.000+0200;15;Rot/Gelb
2019-07-11 11:45:37.000+0200;48;Grün
2019-07-11 11:46:26.000+0200;12;Gelb
2019-07-11 11:46:28.000+0200;3;Rot
2019-07-11 11:47:06.000+0200;15;Rot/Gelb
2019-07-11 11:47:07.000+0200;48;Grün
2019-07-11 11:47:56.000+0200;12;Gelb
2019-07-11 11:47:58.000+0200;3;Rot
2019-07-11 11:48:36.000+0200;15;Rot/Gelb
2019-07-11 11:48:37.000+0200;48;Grün
2019-07-11 11:49:18.000+0200;12;Gelb
2019-07-11 11:49:20.000+0200;3;Rot
2019-07-11 11:50:06.000+0200;15;Rot/Gelb
2019-07-11 11:50:07.000+0200;48;Grün
2019-07-11 11:50:56.000+0200;12;Gelb
2019-07-11 11:50:58.000+0200;3;Rot
2019-07-11 11:51:36.000+0200;15;Rot/Gelb
2019-07-11 11:51:37.000+0200;48;Grün
2019-07-11 11:52:26.000+0200;12;Gelb
2019-07-11 11:52:28.000+0200;3;Rot
2019-07-11 11:53:06.000+0200;15;Rot/Gelb
2019-07-11 11:53:07.000+0200;48;Grün
2019-07-11 11:53:48.000+0200;12;Gelb
2019-07-11 11:53:50.000+0200;3;Rot
2019-07-11 11:54:30.000+0200;15;Rot/Gelb
2019-07-11 11:54:31.000+0200;48;Grün
2019-07-11 11:55:19.000+0200;12;Gelb
2019-07-11 11:55:21.000+0200;3;Rot
2019-07-11 11:56:04.000+0200;15;Rot/Gelb
2019-07-11 11:56:05.000+0200;48;Grün
2019-07-11 11:56:52.000+0200;12;Gelb
2019-07-11 11:56:54.000+0200;3;Rot
2019-07-11 11:57:32.000+0200;15;Rot/Gelb
2019-07-11 11:57:33.000+0200;48;Grün
2019-07-11 11:58:26.000+0200;12;Gelb
2019-07-11 11:58:28.000+0200;3;Rot
2019-07-11 11:59:06.000+0200;15;Rot/Gelb
2019-07-11 11:59:07.000+0200;48;Grün
2019-07-11 11:59:48.000+0200;12;Gelb
2019-07-11 11:59:50.000+0200;3;Rot
2019-07-11 12:00:32.000+0200;15;Rot/Gelb
2019-07-11 12:00:33.000+0200;48;Grün
2019-07-11 12:01:26.000+0200;12;Gelb
2019-07-11 12:01:28.000+0200;3;Rot
2019-07-11 12:02:06.000+0200;15;Rot/Gelb
2019-07-11 12:02:07.000+0200;48;Grün
2019-07-11 12:02:56.000+0200;12;Gelb
2019-07-11 12:02:58.000+0200;3;Rot
2019-07-11 12:03:36.000+0200;15;Rot/Gelb
2019-07-11 12:03:37.000+0200;48;Grün
2019-07-11 12:04:37.000+0200;12;Gelb
2019-07-11 12:04:39.000+0200;3;Rot
2019-07-11 12:05:17.000+0200;15;Rot/Gelb
2019-07-11 12:05:18.000+0200;48;Grün
2019-07-11 12:05:56.000+0200;12;Gelb
2019-07-11 12:05:58.000+0200;3;Rot
2019-07-11 12:06:36.000+0200;15;Rot/Gelb
2019-07-11 12:06:37.000+0200;48;Grün
2019-07-11 12:07:20.000+0200;12;Gelb
2019-07-11 12:07:22.000+0200;3;Rot
2019-07-11 12:08:00.000+0200;15;Rot/Gelb
2019-07-11 12:08:01.000+0200;48;Grün
2019-07-11 12:08:56.000+0200;12;Gelb
2019-07-11 12:08:58.000+0200;3;Rot
